locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGMPGHNC_02376	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
AGMPGHNC_02377	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
AGMPGHNC_02378	CDS	1290				hypothetical protein
AGMPGHNC_02379	tRNA	77				tRNA-Asp(gtc)
AGMPGHNC_02380	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
AGMPGHNC_02381	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
AGMPGHNC_02382	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
AGMPGHNC_02383	CDS	801				hypothetical protein
AGMPGHNC_02384	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
AGMPGHNC_02385	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
AGMPGHNC_02386	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
AGMPGHNC_02387	CDS	723				hypothetical protein
AGMPGHNC_02388	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
AGMPGHNC_02389	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
AGMPGHNC_02390	tRNA	77				tRNA-Asp(gtc)
AGMPGHNC_02391	CDS	1056				hypothetical protein
AGMPGHNC_02392	CDS	996				hypothetical protein
AGMPGHNC_02393	CDS	1884				hypothetical protein
AGMPGHNC_02394	CDS	495				hypothetical protein
AGMPGHNC_02395	CDS	825				hypothetical protein
AGMPGHNC_02396	CDS	903				hypothetical protein
AGMPGHNC_02397	CDS	2640	clpV1		COG0542	Protein ClpV1
AGMPGHNC_02398	CDS	543				hypothetical protein
AGMPGHNC_02399	CDS	1494				hypothetical protein
AGMPGHNC_02400	CDS	447				hypothetical protein
AGMPGHNC_02401	CDS	486	hcp1_1		COG3157	Protein hcp1
AGMPGHNC_02402	CDS	486				hypothetical protein
AGMPGHNC_02403	CDS	372				hypothetical protein
AGMPGHNC_02404	CDS	486	hcp1_2		COG3157	Protein hcp1
AGMPGHNC_02405	CDS	537				hypothetical protein
AGMPGHNC_02406	CDS	1344				hypothetical protein
AGMPGHNC_02407	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
AGMPGHNC_02408	CDS	774				hypothetical protein
AGMPGHNC_02409	CDS	357				hypothetical protein
AGMPGHNC_02410	CDS	3870				hypothetical protein
AGMPGHNC_02411	CDS	789				hypothetical protein
AGMPGHNC_02412	CDS	387				hypothetical protein
AGMPGHNC_02413	CDS	519				hypothetical protein
AGMPGHNC_02414	CDS	2190				hypothetical protein
AGMPGHNC_02415	CDS	447				hypothetical protein
AGMPGHNC_02416	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
AGMPGHNC_02417	CDS	264				hypothetical protein
AGMPGHNC_02418	CDS	774				hypothetical protein
AGMPGHNC_02419	CDS	447				hypothetical protein
AGMPGHNC_02420	CDS	138				hypothetical protein
AGMPGHNC_02421	CDS	438				hypothetical protein
AGMPGHNC_02422	CDS	276	symE_1	3.1.-.-		Endoribonuclease SymE
AGMPGHNC_02423	CDS	252				hypothetical protein
AGMPGHNC_02424	CDS	159				hypothetical protein
AGMPGHNC_02425	CDS	198				hypothetical protein
AGMPGHNC_02426	CDS	282				IS3 family transposase IS1351
AGMPGHNC_02427	CDS	501				hypothetical protein
AGMPGHNC_02428	CDS	714	caf1M		COG3121	Chaperone protein caf1M
AGMPGHNC_02429	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
AGMPGHNC_02430	CDS	471				hypothetical protein
AGMPGHNC_02431	CDS	822				hypothetical protein
AGMPGHNC_02432	CDS	612				hypothetical protein
AGMPGHNC_02433	CDS	948	dmlR_5			HTH-type transcriptional regulator DmlR
AGMPGHNC_02434	CDS	720	pagN		COG3637	Outer membrane protein PagN
AGMPGHNC_02435	CDS	408				hypothetical protein
AGMPGHNC_02436	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
AGMPGHNC_02437	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
AGMPGHNC_02438	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
AGMPGHNC_02439	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
AGMPGHNC_02440	CDS	741				hypothetical protein
AGMPGHNC_02441	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
AGMPGHNC_02442	CDS	975	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AGMPGHNC_02443	CDS	162				hypothetical protein
AGMPGHNC_02444	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
AGMPGHNC_02445	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
AGMPGHNC_02446	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
AGMPGHNC_02447	CDS	1245				hypothetical protein
AGMPGHNC_02448	CDS	402	crl			Sigma factor-binding protein Crl
AGMPGHNC_02449	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
AGMPGHNC_02450	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
AGMPGHNC_02451	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
AGMPGHNC_02452	tRNA	76				tRNA-Thr(cgt)
AGMPGHNC_02453	CDS	1164	xerD_1			Tyrosine recombinase XerD
AGMPGHNC_02454	CDS	138				hypothetical protein
AGMPGHNC_02455	CDS	396				hypothetical protein
AGMPGHNC_02456	CDS	474				hypothetical protein
AGMPGHNC_02457	CDS	450				hypothetical protein
AGMPGHNC_02458	CDS	300				hypothetical protein
AGMPGHNC_02459	CDS	399				hypothetical protein
AGMPGHNC_02460	CDS	294				hypothetical protein
AGMPGHNC_02461	CDS	285				hypothetical protein
AGMPGHNC_02462	CDS	708				hypothetical protein
AGMPGHNC_02463	CDS	144				hypothetical protein
AGMPGHNC_02464	CDS	189				hypothetical protein
AGMPGHNC_02465	CDS	126				hypothetical protein
AGMPGHNC_02466	CDS	291				hypothetical protein
AGMPGHNC_02467	CDS	243				hypothetical protein
AGMPGHNC_02468	CDS	201				hypothetical protein
AGMPGHNC_02469	CDS	579				hypothetical protein
AGMPGHNC_02470	CDS	303				hypothetical protein
AGMPGHNC_02471	CDS	360			COG1974	putative HTH-type transcriptional regulator
AGMPGHNC_02472	CDS	186				hypothetical protein
AGMPGHNC_02473	CDS	279				hypothetical protein
AGMPGHNC_02474	CDS	147				hypothetical protein
AGMPGHNC_02475	CDS	816				hypothetical protein
AGMPGHNC_02476	CDS	1377	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
AGMPGHNC_02477	CDS	438				hypothetical protein
AGMPGHNC_02478	CDS	333				hypothetical protein
AGMPGHNC_02479	CDS	177				hypothetical protein
AGMPGHNC_02480	CDS	612				hypothetical protein
AGMPGHNC_02481	CDS	225				hypothetical protein
AGMPGHNC_02482	CDS	204				hypothetical protein
AGMPGHNC_02483	CDS	180				hypothetical protein
AGMPGHNC_02484	CDS	624				hypothetical protein
AGMPGHNC_02485	CDS	519				hypothetical protein
AGMPGHNC_02486	CDS	327				hypothetical protein
AGMPGHNC_02487	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
AGMPGHNC_02488	CDS	471				hypothetical protein
AGMPGHNC_02489	CDS	522				hypothetical protein
AGMPGHNC_02490	CDS	243				hypothetical protein
AGMPGHNC_02491	CDS	390				hypothetical protein
AGMPGHNC_02492	CDS	405				hypothetical protein
AGMPGHNC_02493	CDS	489				hypothetical protein
AGMPGHNC_02494	CDS	1500				hypothetical protein
AGMPGHNC_02495	CDS	2178				hypothetical protein
AGMPGHNC_02496	CDS	912				hypothetical protein
AGMPGHNC_02497	CDS	1293				hypothetical protein
AGMPGHNC_02498	CDS	210				hypothetical protein
AGMPGHNC_02499	CDS	501				hypothetical protein
AGMPGHNC_02500	CDS	1419				hypothetical protein
AGMPGHNC_02501	CDS	639				hypothetical protein
AGMPGHNC_02502	CDS	456				hypothetical protein
AGMPGHNC_02503	CDS	690				hypothetical protein
AGMPGHNC_02504	CDS	1416				hypothetical protein
AGMPGHNC_02505	CDS	1830				hypothetical protein
AGMPGHNC_02506	CDS	330				hypothetical protein
AGMPGHNC_02507	CDS	366				hypothetical protein
AGMPGHNC_02508	CDS	252				hypothetical protein
AGMPGHNC_02509	CDS	225				hypothetical protein
AGMPGHNC_02510	CDS	903				hypothetical protein
AGMPGHNC_02511	CDS	1968				hypothetical protein
AGMPGHNC_02512	CDS	1923				hypothetical protein
AGMPGHNC_02513	CDS	303				hypothetical protein
AGMPGHNC_02514	CDS	345	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
AGMPGHNC_02515	CDS	417	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
AGMPGHNC_02516	CDS	300				hypothetical protein
AGMPGHNC_02517	CDS	1233	ynfM_2			Inner membrane transport protein YnfM
AGMPGHNC_02518	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
AGMPGHNC_02519	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
AGMPGHNC_02520	CDS	879				hypothetical protein
AGMPGHNC_02521	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
AGMPGHNC_02522	CDS	522	dmlR_6			HTH-type transcriptional regulator DmlR
AGMPGHNC_02523	CDS	465	dmlR_7			HTH-type transcriptional regulator DmlR
AGMPGHNC_02524	CDS	273				hypothetical protein
AGMPGHNC_02525	CDS	399				hypothetical protein
AGMPGHNC_02526	CDS	759	fimC_1			Chaperone protein FimC
AGMPGHNC_02527	CDS	1326				hypothetical protein
AGMPGHNC_02528	CDS	2568	fimD_1		COG3188	Outer membrane usher protein FimD
AGMPGHNC_02529	CDS	762	yadV			putative fimbrial chaperone YadV
AGMPGHNC_02530	CDS	537	sfaA			S-fimbrial protein subunit SfaA
AGMPGHNC_02531	CDS	735				hypothetical protein
AGMPGHNC_02532	CDS	501				hypothetical protein
AGMPGHNC_02533	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
AGMPGHNC_02534	CDS	744				hypothetical protein
AGMPGHNC_02535	CDS	489				hypothetical protein
AGMPGHNC_02536	CDS	198				hypothetical protein
AGMPGHNC_02537	CDS	333	ompX_1		COG3637	Outer membrane protein X
AGMPGHNC_02538	CDS	525				hypothetical protein
AGMPGHNC_02539	CDS	360				hypothetical protein
AGMPGHNC_02540	CDS	1458	oprM		COG1538	Outer membrane protein OprM
AGMPGHNC_02541	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
AGMPGHNC_02542	CDS	1227	bepF			Efflux pump periplasmic linker BepF
AGMPGHNC_02543	CDS	2289	actP_1	7.2.2.9		Copper-transporting P-type ATPase
AGMPGHNC_02544	CDS	465	hmrR_1			HTH-type transcriptional regulator HmrR
AGMPGHNC_02545	CDS	195				hypothetical protein
AGMPGHNC_02546	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
AGMPGHNC_02547	CDS	1959				hypothetical protein
AGMPGHNC_02548	CDS	2973				hypothetical protein
AGMPGHNC_02549	CDS	102				hypothetical protein
AGMPGHNC_02550	CDS	1404				hypothetical protein
AGMPGHNC_02551	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
AGMPGHNC_02552	CDS	132				hypothetical protein
AGMPGHNC_02553	CDS	1005	rhaR_4			HTH-type transcriptional activator RhaR
AGMPGHNC_02554	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
AGMPGHNC_02555	CDS	633	rhtC_2		COG1280	Threonine efflux protein
AGMPGHNC_02556	CDS	276				hypothetical protein
AGMPGHNC_02557	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
AGMPGHNC_02558	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
AGMPGHNC_02559	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
AGMPGHNC_02560	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
AGMPGHNC_02561	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AGMPGHNC_02562	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AGMPGHNC_02563	CDS	2937				hypothetical protein
AGMPGHNC_02564	CDS	624	iprA_1			Inhibitor of hydrogen peroxide resistance
AGMPGHNC_02565	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
AGMPGHNC_02566	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
AGMPGHNC_02567	CDS	1095				hypothetical protein
AGMPGHNC_02568	CDS	309	yaiY			Inner membrane protein YaiY
AGMPGHNC_02569	CDS	216				hypothetical protein
AGMPGHNC_02570	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
AGMPGHNC_02571	CDS	684				hypothetical protein
AGMPGHNC_02572	CDS	1212	sbnD_2			Staphyloferrin B transporter
AGMPGHNC_02573	CDS	261	iraP			Anti-adapter protein IraP
AGMPGHNC_02574	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
AGMPGHNC_02575	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
AGMPGHNC_02576	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AGMPGHNC_02577	CDS	456				hypothetical protein
AGMPGHNC_02578	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
AGMPGHNC_02579	CDS	192	yaiA			putative protein YaiA
AGMPGHNC_02580	CDS	678				hypothetical protein
AGMPGHNC_02581	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
AGMPGHNC_02582	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
AGMPGHNC_02583	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
AGMPGHNC_02584	CDS	1173	araJ		COG2814	Putative transporter AraJ
AGMPGHNC_02585	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
AGMPGHNC_02586	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
AGMPGHNC_02587	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
AGMPGHNC_02588	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
AGMPGHNC_02589	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
AGMPGHNC_02590	CDS	1371	proY		COG1113	Proline-specific permease ProY
AGMPGHNC_02591	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
AGMPGHNC_02592	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
AGMPGHNC_02593	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
AGMPGHNC_02594	CDS	1065	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AGMPGHNC_02595	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
AGMPGHNC_02596	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
AGMPGHNC_02597	CDS	1815	secD		COG0342	Protein translocase subunit SecD
AGMPGHNC_02598	CDS	972	secF		COG0341	Protein translocase subunit SecF
AGMPGHNC_02599	CDS	366				hypothetical protein
AGMPGHNC_02600	CDS	693				hypothetical protein
AGMPGHNC_02601	CDS	348				hypothetical protein
AGMPGHNC_02602	CDS	108				hypothetical protein
AGMPGHNC_02603	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
AGMPGHNC_02604	CDS	540	yajI			putative lipoprotein YajI
AGMPGHNC_02605	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
AGMPGHNC_02606	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
AGMPGHNC_02607	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
AGMPGHNC_02608	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
AGMPGHNC_02609	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
AGMPGHNC_02610	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
AGMPGHNC_02611	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
AGMPGHNC_02612	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
AGMPGHNC_02613	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
AGMPGHNC_02614	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
AGMPGHNC_02615	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
AGMPGHNC_02616	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
AGMPGHNC_02617	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
AGMPGHNC_02618	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
AGMPGHNC_02619	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
AGMPGHNC_02620	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
AGMPGHNC_02621	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
AGMPGHNC_02622	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
AGMPGHNC_02623	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
AGMPGHNC_02624	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AGMPGHNC_02625	CDS	492				hypothetical protein
AGMPGHNC_02626	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
AGMPGHNC_02627	CDS	1512				hypothetical protein
AGMPGHNC_02628	CDS	1494				hypothetical protein
AGMPGHNC_02629	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
AGMPGHNC_02630	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
AGMPGHNC_02631	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
AGMPGHNC_02632	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
AGMPGHNC_02633	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
AGMPGHNC_02634	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
AGMPGHNC_02635	CDS	633				hypothetical protein
AGMPGHNC_02636	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
AGMPGHNC_02637	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
AGMPGHNC_02638	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
AGMPGHNC_02639	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
AGMPGHNC_02640	CDS	2355	lon_2	3.4.21.53	COG0466	Lon protease
AGMPGHNC_02641	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
AGMPGHNC_02642	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
AGMPGHNC_02643	CDS	375			COG1555	putative protein
AGMPGHNC_02644	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
AGMPGHNC_02645	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
AGMPGHNC_02646	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
AGMPGHNC_02647	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
AGMPGHNC_02648	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
AGMPGHNC_02649	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
AGMPGHNC_02650	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
AGMPGHNC_02651	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
AGMPGHNC_02652	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
AGMPGHNC_02653	CDS	1287	amtB			Ammonia channel
AGMPGHNC_02654	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
AGMPGHNC_02655	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
AGMPGHNC_02656	CDS	312	atl		COG3695	DNA base-flipping protein
AGMPGHNC_02657	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
AGMPGHNC_02658	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
AGMPGHNC_02659	CDS	471	ylaC			Inner membrane protein YlaC
AGMPGHNC_02660	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
AGMPGHNC_02661	CDS	219	hha			Hemolysin expression-modulating protein Hha
AGMPGHNC_02662	CDS	375	tomB			Hha toxicity modulator TomB
AGMPGHNC_02663	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
AGMPGHNC_02664	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
AGMPGHNC_02665	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
AGMPGHNC_02666	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
AGMPGHNC_02667	CDS	936				ISNCY family transposase ISRor2
AGMPGHNC_02668	CDS	168				hypothetical protein
AGMPGHNC_02669	CDS	516	priC		COG3923	Primosomal replication protein N''
AGMPGHNC_02670	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
AGMPGHNC_02671	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
AGMPGHNC_02672	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
AGMPGHNC_02673	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
AGMPGHNC_02674	CDS	606	recR		COG0353	Recombination protein RecR
AGMPGHNC_02675	CDS	1875	htpG		COG0326	Chaperone protein HtpG
AGMPGHNC_02676	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
AGMPGHNC_02677	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
AGMPGHNC_02678	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
AGMPGHNC_02679	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
AGMPGHNC_02680	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
AGMPGHNC_02681	CDS	126				hypothetical protein
AGMPGHNC_02682	CDS	1221	fsr			Fosmidomycin resistance protein
AGMPGHNC_02683	CDS	1653	ushA		COG0737	Protein UshA
AGMPGHNC_02684	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
AGMPGHNC_02685	CDS	795				hypothetical protein
AGMPGHNC_02686	CDS	828				hypothetical protein
AGMPGHNC_02687	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
AGMPGHNC_02688	CDS	417	cueR		COG0789	HTH-type transcriptional regulator CueR
AGMPGHNC_02689	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
AGMPGHNC_02690	CDS	918	qmcA		COG0330	Protein QmcA
AGMPGHNC_02691	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
AGMPGHNC_02692	CDS	780	fetB		COG0390	putative iron export permease protein FetB
AGMPGHNC_02693	CDS	855	cnoX		COG3118	Chaperedoxin
AGMPGHNC_02694	CDS	771				hypothetical protein
AGMPGHNC_02695	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
AGMPGHNC_02696	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AGMPGHNC_02697	CDS	2415				hypothetical protein
AGMPGHNC_02698	CDS	105				hypothetical protein
AGMPGHNC_02699	CDS	1134				hypothetical protein
AGMPGHNC_02700	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
AGMPGHNC_02701	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
AGMPGHNC_02702	CDS	660	metP		COG2011	Methionine import system permease protein MetP
AGMPGHNC_02703	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
AGMPGHNC_02704	CDS	927	allS_1			HTH-type transcriptional activator AllS
AGMPGHNC_02705	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
AGMPGHNC_02706	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
AGMPGHNC_02707	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
AGMPGHNC_02708	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
AGMPGHNC_02709	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
AGMPGHNC_02710	CDS	1248	sauU_2			putative sulfoacetate transporter SauU
AGMPGHNC_02711	CDS	1455	ybbW		COG1953	Putative allantoin permease
AGMPGHNC_02712	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
AGMPGHNC_02713	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
AGMPGHNC_02714	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
AGMPGHNC_02715	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
AGMPGHNC_02716	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
AGMPGHNC_02717	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
AGMPGHNC_02718	CDS	1665	fdrA		COG0074	Protein FdrA
AGMPGHNC_02719	CDS	1260				hypothetical protein
AGMPGHNC_02720	CDS	810				hypothetical protein
AGMPGHNC_02721	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
AGMPGHNC_02722	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
AGMPGHNC_02723	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AGMPGHNC_02724	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
AGMPGHNC_02725	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
AGMPGHNC_02726	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
AGMPGHNC_02727	CDS	825				hypothetical protein
AGMPGHNC_02728	CDS	438				hypothetical protein
AGMPGHNC_02729	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
AGMPGHNC_02730	CDS	213	ybcJ		COG2501	putative protein YbcJ
AGMPGHNC_02731	CDS	867	folD		COG0190	Bifunctional protein FolD protein
AGMPGHNC_02732	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
AGMPGHNC_02733	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
AGMPGHNC_02734	CDS	369	sfmC_1			putative fimbrial chaperone SfmC
AGMPGHNC_02735	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
