locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJMMAFOP_04214	CDS	372				hypothetical protein
GJMMAFOP_04215	CDS	561	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
GJMMAFOP_04216	CDS	543				hypothetical protein
GJMMAFOP_04217	CDS	1476	pucI_2		COG1953	putative allantoin permease
GJMMAFOP_04218	CDS	300	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
GJMMAFOP_04219	CDS	1347	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
GJMMAFOP_04220	CDS	657	spoIIM_2		COG1300	Stage II sporulation protein M
GJMMAFOP_04221	CDS	450	fur_2		COG0735	Ferric uptake regulation protein
GJMMAFOP_04222	CDS	225				hypothetical protein
GJMMAFOP_04223	CDS	891	xerD_2			Tyrosine recombinase XerD
GJMMAFOP_04224	CDS	1185	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
GJMMAFOP_04225	CDS	816	punA_2	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
GJMMAFOP_04226	CDS	1173	dacF_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
GJMMAFOP_04227	CDS	354	spoIIAA_2		COG1366	Anti-sigma F factor antagonist
GJMMAFOP_04228	CDS	441	spoIIAB_2	2.7.11.1	COG2172	Anti-sigma F factor
GJMMAFOP_04229	CDS	768	sigF_2		COG1191	RNA polymerase sigma-F factor
GJMMAFOP_04230	CDS	621				hypothetical protein
GJMMAFOP_04231	CDS	426				hypothetical protein
GJMMAFOP_04232	CDS	450				hypothetical protein
GJMMAFOP_04233	CDS	1020	spoVAD_2			Stage V sporulation protein AD
GJMMAFOP_04234	CDS	351				hypothetical protein
GJMMAFOP_04235	CDS	603				hypothetical protein
GJMMAFOP_04236	CDS	1473	gerXA_2			Spore germination protein XA
GJMMAFOP_04237	CDS	330				hypothetical protein
GJMMAFOP_04238	CDS	1320	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GJMMAFOP_04239	CDS	861				hypothetical protein
GJMMAFOP_04240	CDS	897	ypuA_2		COG4086	putative protein YpuA
GJMMAFOP_04241	CDS	438	ppiB_2	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GJMMAFOP_04242	CDS	1131	rapA_6	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
GJMMAFOP_04243	CDS	270				hypothetical protein
GJMMAFOP_04244	CDS	2190	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
GJMMAFOP_04245	CDS	345				hypothetical protein
GJMMAFOP_04246	CDS	1089	ribD_2		COG0117	Riboflavin biosynthesis protein RibD
GJMMAFOP_04247	CDS	648	ribE_2	2.5.1.9	COG0307	Riboflavin synthase
GJMMAFOP_04248	CDS	1197	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
GJMMAFOP_04249	CDS	465	ribH_2	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
GJMMAFOP_04250	CDS	375	ribT_2	2.3.1.-		Protein RibT
GJMMAFOP_04251	CDS	522				hypothetical protein
GJMMAFOP_04252	CDS	96				hypothetical protein
GJMMAFOP_04253	CDS	756	scpA_2		COG1354	Segregation and condensation protein A
GJMMAFOP_04254	CDS	594	scpB_2		COG1386	Segregation and condensation protein B
GJMMAFOP_04255	CDS	492				hypothetical protein
GJMMAFOP_04256	CDS	1155	dacB_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
GJMMAFOP_04257	CDS	588	spmA_2		COG2715	Spore maturation protein A
GJMMAFOP_04258	CDS	537	spmB_2			Spore maturation protein B
GJMMAFOP_04259	CDS	735	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GJMMAFOP_04260	CDS	534	resA_3			Thiol-disulfide oxidoreductase ResA
GJMMAFOP_04261	CDS	1644	ccsB_2			Cytochrome c biogenesis protein CcsB
GJMMAFOP_04262	CDS	1176	ccsA_3			Cytochrome c biogenesis protein CcsA
GJMMAFOP_04263	CDS	723	srrA_3		COG0745	Transcriptional regulatory protein SrrA
GJMMAFOP_04264	CDS	1782	resE_2	2.7.13.3		Sensor histidine kinase ResE
GJMMAFOP_04265	CDS	702	walR_4		COG0745	Transcriptional regulatory protein WalR
GJMMAFOP_04266	CDS	1452	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
GJMMAFOP_04267	CDS	1134				hypothetical protein
GJMMAFOP_04268	CDS	831		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
GJMMAFOP_04269	CDS	915	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GJMMAFOP_04270	CDS	585	sigX_2		COG1595	ECF RNA polymerase sigma factor SigX
GJMMAFOP_04271	CDS	927	rsiX_2			Anti-sigma-X factor RsiX
GJMMAFOP_04272	CDS	825				hypothetical protein
GJMMAFOP_04273	CDS	1578	serA_2	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GJMMAFOP_04274	CDS	582	fmnP_2		COG3601	Riboflavin transporter FmnP
GJMMAFOP_04275	CDS	249				Ferredoxin
GJMMAFOP_04276	CDS	1059				hypothetical protein
GJMMAFOP_04277	CDS	1497	dbpA_4	3.6.4.13		ATP-dependent RNA helicase DbpA
GJMMAFOP_04278	CDS	645				hypothetical protein
GJMMAFOP_04279	CDS	789				hypothetical protein
GJMMAFOP_04280	CDS	453				hypothetical protein
GJMMAFOP_04281	CDS	786	ypbG_4		COG1408	putative protein YpbG
GJMMAFOP_04282	CDS	585	mecB_2		COG4862	Adapter protein MecA 2
GJMMAFOP_04283	CDS	1275	gudB_2	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
GJMMAFOP_04284	CDS	996		1.18.1.2	COG0492	Ferredoxin--NADP reductase
GJMMAFOP_04285	CDS	969	ansZ_1	3.5.1.1	COG0252	L-asparaginase 2
GJMMAFOP_04286	CDS	669	prsW_2	3.4.-.-	COG2339	Protease PrsW
GJMMAFOP_04287	CDS	966	sleB_2		COG3409	Spore cortex-lytic enzyme
GJMMAFOP_04288	CDS	1353	ypeB_2			Sporulation protein YpeB
GJMMAFOP_04289	CDS	177				hypothetical protein
GJMMAFOP_04290	CDS	681	cmk_2	2.7.4.25	COG0283	Cytidylate kinase
GJMMAFOP_04291	CDS	1149	ypfD_2		COG0539	30S ribosomal protein S1 
GJMMAFOP_04292	CDS	1056	fni_2	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
GJMMAFOP_04293	CDS	603				hypothetical protein
GJMMAFOP_04294	CDS	900				hypothetical protein
GJMMAFOP_04295	CDS	195				hypothetical protein
GJMMAFOP_04296	CDS	1311	der_3		COG1160	GTPase Der
GJMMAFOP_04297	CDS	1041	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GJMMAFOP_04298	CDS	204				hypothetical protein
GJMMAFOP_04299	CDS	717				hypothetical protein
GJMMAFOP_04300	CDS	1479	spoIVA_2	3.6.1.3		Stage IV sporulation protein A
GJMMAFOP_04301	CDS	279	hupA_2		COG0776	DNA-binding protein HU 1
GJMMAFOP_04302	CDS	570	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
GJMMAFOP_04303	CDS	237	mtrB_2			Transcription attenuation protein MtrB
GJMMAFOP_04304	CDS	786	hepS_2	2.5.1.30		Heptaprenyl diphosphate synthase component 1
GJMMAFOP_04305	CDS	699	menG_2	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
GJMMAFOP_04306	CDS	963	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
GJMMAFOP_04307	CDS	447	ndk_2	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GJMMAFOP_04308	CDS	768	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
GJMMAFOP_04309	CDS	1173	aroC_2	4.2.3.5	COG0082	Chorismate synthase
GJMMAFOP_04310	CDS	1089	aroB_2	4.2.3.4	COG0337	3-dehydroquinate synthase
GJMMAFOP_04311	CDS	384	aroH_2	5.4.99.5	COG4401	Chorismate mutase AroH
GJMMAFOP_04312	CDS	1548	trpE_2	4.1.3.27	COG0147	Anthranilate synthase component 1
GJMMAFOP_04313	CDS	1017	trpD_3	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GJMMAFOP_04314	CDS	759	trpC_2	4.1.1.48		Indole-3-glycerol phosphate synthase
GJMMAFOP_04315	CDS	660	trpC_3		COG0134	Tryptophan biosynthesis protein TrpCF
GJMMAFOP_04316	CDS	1227	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
GJMMAFOP_04317	CDS	804	trpA_2	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GJMMAFOP_04318	CDS	1086	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GJMMAFOP_04319	CDS	1116				hypothetical protein
GJMMAFOP_04320	CDS	1287	aroA1_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
GJMMAFOP_04321	CDS	1275	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
GJMMAFOP_04322	CDS	540				hypothetical protein
GJMMAFOP_04323	CDS	447				hypothetical protein
GJMMAFOP_04324	CDS	507	petC_3	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
GJMMAFOP_04325	CDS	675	qcrB_2		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
GJMMAFOP_04326	CDS	768	petD			Cytochrome b6-f complex subunit 4
GJMMAFOP_04327	CDS	585				hypothetical protein
GJMMAFOP_04328	CDS	801				hypothetical protein
GJMMAFOP_04329	CDS	873				hypothetical protein
GJMMAFOP_04330	CDS	339	ypjD_2		COG1694	putative protein YpjD
GJMMAFOP_04331	CDS	804	dapB_2	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
GJMMAFOP_04332	CDS	414	mgsA_2	4.2.3.3	COG1803	Methylglyoxal synthase
GJMMAFOP_04333	CDS	702	bshB1_2	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
GJMMAFOP_04334	CDS	1182	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
GJMMAFOP_04335	CDS	1194	cca_2	2.7.7.72		CCA-adding enzyme
GJMMAFOP_04336	CDS	984	birA_2	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GJMMAFOP_04337	CDS	834	panB_2	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
GJMMAFOP_04338	CDS	867	panC_2	6.3.2.1	COG0414	Pantothenate synthetase
GJMMAFOP_04339	CDS	384	panD_2	4.1.1.11	COG0853	Aspartate 1-decarboxylase
GJMMAFOP_04340	CDS	2793	dinG_3	3.1.-.-		3'-5' exonuclease DinG
GJMMAFOP_04341	CDS	171				hypothetical protein
GJMMAFOP_04342	CDS	486	ypmB_2		COG5353	putative protein YpmB
GJMMAFOP_04343	CDS	1185		2.6.1.1		Aspartate aminotransferase
GJMMAFOP_04344	CDS	1293	asnS_2	6.1.1.22		Asparagine--tRNA ligase
GJMMAFOP_04345	CDS	699	dnaD_2		COG3935	DNA replication protein DnaD
GJMMAFOP_04346	CDS	663	nth_2	4.2.99.18	COG0177	Endonuclease III
GJMMAFOP_04347	CDS	504	ypoC_2			putative protein YpoC
GJMMAFOP_04348	CDS	2670	ponA_2		COG0744	Penicillin-binding protein 1A/1B
GJMMAFOP_04349	CDS	597	recU_2	3.1.22.4	COG3331	Holliday junction resolvase RecU
GJMMAFOP_04350	CDS	960				hypothetical protein
GJMMAFOP_04351	CDS	105				hypothetical protein
GJMMAFOP_04352	CDS	228				hypothetical protein
GJMMAFOP_04353	CDS	372	yppE_2			putative protein YppE
GJMMAFOP_04354	CDS	210				hypothetical protein
GJMMAFOP_04355	CDS	447				hypothetical protein
GJMMAFOP_04356	CDS	420				hypothetical protein
GJMMAFOP_04357	CDS	507	crr_2			PTS system glucose-specific EIIA component
GJMMAFOP_04358	CDS	2280	dbpA_5	3.6.4.13		ATP-dependent RNA helicase DbpA
GJMMAFOP_04359	CDS	1314				hypothetical protein
GJMMAFOP_04360	CDS	96				hypothetical protein
GJMMAFOP_04361	CDS	270				hypothetical protein
GJMMAFOP_04362	CDS	552				hypothetical protein
GJMMAFOP_04363	CDS	297	gpsB_2		COG3599	Cell cycle protein GpsB
GJMMAFOP_04364	CDS	1152	rlmL_2	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
GJMMAFOP_04365	CDS	462				hypothetical protein
GJMMAFOP_04366	CDS	363				hypothetical protein
GJMMAFOP_04367	CDS	177				hypothetical protein
GJMMAFOP_04368	CDS	1920	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
GJMMAFOP_04369	CDS	1503	ypwA_2	3.4.17.19	COG2317	Carboxypeptidase 1
GJMMAFOP_04370	CDS	585	xpt_2	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
GJMMAFOP_04371	CDS	1317	pucK_3		COG2233	Uric acid permease PucK
GJMMAFOP_04372	CDS	552				hypothetical protein
GJMMAFOP_04373	CDS	1098		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
GJMMAFOP_04374	CDS	504				hypothetical protein
GJMMAFOP_04375	CDS	96				hypothetical protein
GJMMAFOP_04376	CDS	3564	der_4			GTPase Der
GJMMAFOP_04377	CDS	270				hypothetical protein
GJMMAFOP_04378	CDS	150				hypothetical protein
GJMMAFOP_04379	CDS	888	ypcP_2	3.1.11.-	COG0258	5'-3' exonuclease
GJMMAFOP_04380	CDS	147	sspL_2			Small, acid-soluble spore protein L
GJMMAFOP_04381	CDS	399	rnhA_3		COG0328	14.7 kDa ribonuclease H-like protein
GJMMAFOP_04382	CDS	702				queuosine precursor transporter
GJMMAFOP_04383	CDS	642				hypothetical protein
GJMMAFOP_04384	CDS	186				hypothetical protein
GJMMAFOP_04385	CDS	267				hypothetical protein
GJMMAFOP_04386	CDS	183	degR_2			Regulatory protein DegR
GJMMAFOP_04387	CDS	201	cspD_2		COG1278	Cold shock protein CspD
GJMMAFOP_04388	CDS	690				hypothetical protein
GJMMAFOP_04389	CDS	1152	ugtP_4	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
GJMMAFOP_04390	CDS	909	metAA_2	2.3.1.31		Homoserine O-acetyltransferase
GJMMAFOP_04391	CDS	1680	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
GJMMAFOP_04392	CDS	480	bsaA			Glutathione peroxidase BsaA
GJMMAFOP_04393	CDS	672	yedJ_2		COG1418	putative protein YedJ
GJMMAFOP_04394	CDS	1137				hypothetical protein
GJMMAFOP_04395	CDS	1677	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
GJMMAFOP_04396	CDS	435				hypothetical protein
GJMMAFOP_04397	CDS	771	rsmJ_2	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
GJMMAFOP_04398	CDS	603				hypothetical protein
GJMMAFOP_04399	CDS	540	ypjQ_4		COG1267	putative protein YpjQ
GJMMAFOP_04400	CDS	252				hypothetical protein
GJMMAFOP_04401	CDS	489	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
GJMMAFOP_04402	CDS	624				hypothetical protein
GJMMAFOP_04403	CDS	642				hypothetical protein
GJMMAFOP_04404	CDS	1002	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
GJMMAFOP_04405	CDS	1269	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
GJMMAFOP_04406	CDS	252				hypothetical protein
GJMMAFOP_04407	CDS	843				DegV domain-containing protein
GJMMAFOP_04408	CDS	603	ypmQ_2		COG1999	SCO1 protein 
GJMMAFOP_04409	CDS	753	lipC_2	3.-.-.-	COG2755	Spore germination lipase LipC
GJMMAFOP_04410	CDS	573				hypothetical protein
GJMMAFOP_04411	CDS	201				hypothetical protein
GJMMAFOP_04412	CDS	705				hypothetical protein
GJMMAFOP_04413	CDS	1332	mepA_3		COG0534	Multidrug export protein MepA
GJMMAFOP_04414	CDS	1089				hypothetical protein
GJMMAFOP_04415	CDS	252				hypothetical protein
GJMMAFOP_04416	CDS	435	yusO_4			putative HTH-type transcriptional regulator YusO
GJMMAFOP_04417	CDS	546	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
GJMMAFOP_04418	CDS	441	msrB_2	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
GJMMAFOP_04419	CDS	768				hypothetical protein
GJMMAFOP_04420	CDS	1236				hypothetical protein
GJMMAFOP_04421	CDS	1341	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GJMMAFOP_04422	CDS	693	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
GJMMAFOP_04423	CDS	654	scoB_3	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
GJMMAFOP_04424	CDS	1269	ylmB_3	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
GJMMAFOP_04425	CDS	834	yodP_2	2.3.1.-		N-acetyltransferase YodP
GJMMAFOP_04426	CDS	1410	kamA_2	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
GJMMAFOP_04427	CDS	282				hypothetical protein
GJMMAFOP_04428	CDS	222				hypothetical protein
GJMMAFOP_04429	CDS	681				hypothetical protein
GJMMAFOP_04430	CDS	135				hypothetical protein
GJMMAFOP_04431	CDS	171				hypothetical protein
GJMMAFOP_04432	CDS	651	pgpB_2	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
GJMMAFOP_04433	CDS	321				hypothetical protein
GJMMAFOP_04434	CDS	135				hypothetical protein
GJMMAFOP_04435	CDS	873			COG3689	Putative two-component membrane permease complex subunit SMU_746c
GJMMAFOP_04436	CDS	1008			COG0701	Putative two-component membrane permease complex subunit SMU_747c
GJMMAFOP_04437	CDS	699	deoD_2	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
GJMMAFOP_04438	CDS	822	yodJ_2	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
GJMMAFOP_04439	CDS	255				hypothetical protein
GJMMAFOP_04440	CDS	711	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GJMMAFOP_04441	CDS	1398	ctpA_2	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
GJMMAFOP_04442	CDS	1482	yodF_3		COG0591	putative symporter YodF
GJMMAFOP_04443	CDS	204				hypothetical protein
GJMMAFOP_04444	CDS	606	mhqD_2	3.1.-.-	COG0400	Putative hydrolase MhqD
GJMMAFOP_04445	CDS	621	yodC_3	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
GJMMAFOP_04446	CDS	321	yodB_3		COG1733	HTH-type transcriptional regulator YodB
GJMMAFOP_04447	CDS	747	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GJMMAFOP_04448	CDS	279				hypothetical protein
GJMMAFOP_04449	CDS	699	yoaJ_2		COG4305	Expansin-YoaJ
GJMMAFOP_04450	CDS	453	gerT_2			Spore germination protein GerT
GJMMAFOP_04451	CDS	933	rarD_2		COG2962	Protein RarD
GJMMAFOP_04452	CDS	276				hypothetical protein
GJMMAFOP_04453	CDS	351	yojF_2			putative protein YojF
GJMMAFOP_04454	CDS	666	bshB2_2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
GJMMAFOP_04455	CDS	1359	norM_2		COG0534	Multidrug resistance protein NorM
GJMMAFOP_04456	CDS	1311	cwlS_2	3.4.19.11	COG0791	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS
GJMMAFOP_04457	CDS	594	yojM_2		COG2032	Superoxide dismutase-like protein YojM
GJMMAFOP_04458	CDS	891	nirQ		COG0714	Denitrification regulatory protein NirQ
GJMMAFOP_04459	CDS	1914				hypothetical protein
GJMMAFOP_04460	CDS	2835	odhA_2	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
GJMMAFOP_04461	CDS	1281	odhB_2	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
GJMMAFOP_04462	CDS	981	panS_3		COG0385	Pantothenate precursors transporter PanS
GJMMAFOP_04463	CDS	1341				hypothetical protein
GJMMAFOP_04464	CDS	531				hypothetical protein
GJMMAFOP_04465	CDS	840				hypothetical protein
GJMMAFOP_04466	CDS	1890	sqhC_2	4.2.1.137	COG1657	Sporulenol synthase
GJMMAFOP_04467	CDS	402				hypothetical protein
GJMMAFOP_04468	CDS	537	speG_2	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
GJMMAFOP_04469	CDS	1233				hypothetical protein
GJMMAFOP_04470	CDS	1674	styD_2	1.2.1.39		Phenylacetaldehyde dehydrogenase
GJMMAFOP_04471	CDS	210				hypothetical protein
GJMMAFOP_04472	CDS	345				hypothetical protein
GJMMAFOP_04473	CDS	489	yocK_2		COG1734	General stress protein 16O
GJMMAFOP_04474	CDS	405	kbl	2.3.1.29		2-amino-3-ketobutyrate coenzyme A ligase
GJMMAFOP_04475	CDS	405				hypothetical protein
GJMMAFOP_04476	CDS	315				hypothetical protein
GJMMAFOP_04477	CDS	1464	flp			Protein flp
GJMMAFOP_04478	CDS	627	azoR1_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
GJMMAFOP_04479	CDS	14817	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
GJMMAFOP_04480	CDS	7818	tycB			Tyrocidine synthase 2
GJMMAFOP_04481	CDS	486				hypothetical protein
GJMMAFOP_04482	CDS	1365				hypothetical protein
GJMMAFOP_04483	CDS	315				hypothetical protein
GJMMAFOP_04484	CDS	183				hypothetical protein
GJMMAFOP_04485	CDS	270				hypothetical protein
GJMMAFOP_04486	CDS	264				hypothetical protein
GJMMAFOP_04487	CDS	843	cwlA_3	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
GJMMAFOP_04488	CDS	204				hypothetical protein
GJMMAFOP_04489	CDS	570				hypothetical protein
GJMMAFOP_04490	CDS	219	lexA_3	3.4.21.88	COG1974	LexA repressor
GJMMAFOP_04491	CDS	222				hypothetical protein
GJMMAFOP_04492	CDS	153				hypothetical protein
GJMMAFOP_04493	CDS	210				hypothetical protein
GJMMAFOP_04494	CDS	918				hypothetical protein
GJMMAFOP_04495	CDS	450				hypothetical protein
GJMMAFOP_04496	CDS	267				hypothetical protein
GJMMAFOP_04497	CDS	462				hypothetical protein
GJMMAFOP_04498	CDS	675				hypothetical protein
GJMMAFOP_04499	CDS	615				hypothetical protein
GJMMAFOP_04500	CDS	2625	rphC_2			rifamycin-inactivating phosphotransferase RphC
GJMMAFOP_04501	CDS	285				hypothetical protein
GJMMAFOP_04502	CDS	363				hypothetical protein
GJMMAFOP_04503	CDS	765				hypothetical protein
GJMMAFOP_04504	CDS	1476	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GJMMAFOP_04505	CDS	1278	csbC_3			putative metabolite transport protein CsbC
GJMMAFOP_04506	CDS	681	ydjF_2		COG1842	Phage shock protein A 
GJMMAFOP_04507	CDS	1026				hypothetical protein
GJMMAFOP_04508	CDS	771				hypothetical protein
GJMMAFOP_04509	CDS	975				hypothetical protein
GJMMAFOP_04510	CDS	1056	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
GJMMAFOP_04511	CDS	828				hypothetical protein
GJMMAFOP_04512	CDS	633	leuE_2		COG1280	Leucine efflux protein
GJMMAFOP_04513	CDS	645				hypothetical protein
GJMMAFOP_04514	CDS	1158	rodA_2	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
GJMMAFOP_04515	CDS	1143	ftsW_3	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
GJMMAFOP_04516	CDS	426				hypothetical protein
GJMMAFOP_04517	CDS	948				hypothetical protein
GJMMAFOP_04518	CDS	678				hypothetical protein
GJMMAFOP_04519	CDS	1380	pdaC_2	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
GJMMAFOP_04520	CDS	1665	amyS	3.2.1.1	COG0366	Alpha-amylase
GJMMAFOP_04521	CDS	951	purR_3		COG1609	HTH-type transcriptional repressor PurR
GJMMAFOP_04522	CDS	1761	bbmA_2	3.2.1.-	COG0366	Intracellular maltogenic amylase
GJMMAFOP_04523	CDS	1254	mdxE_2		COG2182	Maltodextrin-binding protein MdxE
GJMMAFOP_04524	CDS	1308				hypothetical protein
GJMMAFOP_04525	CDS	852	malG_3		COG3833	Maltose/maltodextrin transport system permease protein MalG
GJMMAFOP_04526	CDS	885				hypothetical protein
GJMMAFOP_04527	CDS	2337	malP_2	2.4.1.8		Maltose phosphorylase
GJMMAFOP_04528	CDS	1707	malL_4	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
GJMMAFOP_04529	CDS	681	yvdM_2	5.4.2.6	COG0637	Beta-phosphoglucomutase
GJMMAFOP_04530	CDS	1254	tyrS_2	6.1.1.1	COG0162	Tyrosine--tRNA ligase
GJMMAFOP_04531	CDS	507				hypothetical protein
GJMMAFOP_04532	CDS	483				hypothetical protein
GJMMAFOP_04533	CDS	393				hypothetical protein
GJMMAFOP_04534	CDS	381	ydjM_4			putative protein YdjM
GJMMAFOP_04535	CDS	1020	tolB			Tol-Pal system protein TolB
GJMMAFOP_04536	CDS	993				hypothetical protein
GJMMAFOP_04537	CDS	309				hypothetical protein
GJMMAFOP_04538	CDS	249				hypothetical protein
GJMMAFOP_04539	CDS	549	sipS_2	3.4.21.89	COG0681	Signal peptidase I S
GJMMAFOP_04540	CDS	645	yhfK_2	4.-.-.-	COG0702	putative sugar epimerase YhfK
GJMMAFOP_04541	CDS	873	rob		COG2207	Right origin-binding protein
GJMMAFOP_04542	CDS	1542	cotA_2		COG2132	Spore coat protein A
GJMMAFOP_04543	CDS	1008				hypothetical protein
GJMMAFOP_04544	CDS	921				hypothetical protein
GJMMAFOP_04545	CDS	873	mneS_2		COG0053	Manganese efflux system protein MneS
GJMMAFOP_04546	CDS	963				hypothetical protein
GJMMAFOP_04547	CDS	1212				hypothetical protein
GJMMAFOP_04548	CDS	2226				hypothetical protein
GJMMAFOP_04549	CDS	1542	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GJMMAFOP_04550	CDS	573				hypothetical protein
GJMMAFOP_04551	CDS	1323	pbuG_2		COG2252	Guanine/hypoxanthine permease PbuG
GJMMAFOP_04552	CDS	756				hypothetical protein
GJMMAFOP_04553	CDS	189				hypothetical protein
GJMMAFOP_04554	CDS	555				hypothetical protein
GJMMAFOP_04555	CDS	198				hypothetical protein
GJMMAFOP_04556	CDS	489	purE_2	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GJMMAFOP_04557	CDS	1194	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
GJMMAFOP_04558	CDS	1296	purB_2	4.3.2.2	COG0015	Adenylosuccinate lyase
GJMMAFOP_04559	CDS	717	purC_2	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GJMMAFOP_04560	CDS	255	purS_2	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
GJMMAFOP_04561	CDS	684	purQ_2	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
